"ricavi","ricavi_alti","weekend","pioggia","natale","estate","staff","clienti","under30","famiglie","trattamento"
3.26323319342621,0,0,1,0,0,-0.502979732380642,1.42697256413047,2.20287476238042,0.794628717379165,0
3.84909336386632,0,0,1,0,0,-0.170125497716982,1.57084326595528,0.804224119599201,2.11873275372454,0
3.38510076456469,0,0,0,0,0,0.495582971610338,1.51329498522536,2.20287476238042,2.14690518002976,0
1.92540199124785,0,0,0,0,0,0.495582971610338,1.67155275723264,-0.356919810256906,0.681939012158282,0
-0.0290139159343455,1,0,0,0,0,0.162728736946678,-1.36411905127076,-1.22777775764899,-1.29013082920717,0
0.805699623240497,1,0,1,0,0,-0.502979732380642,0.189684528437142,0.11809361559332,0.569249306937399,0
2.77616765484717,0,0,1,0,0,-0.170125497716982,0.60690956372908,0.698665580521373,1.10452540673659,1
0.504982786916048,0,0,1,0,0,-0.502979732380642,0.261619879349545,0.197262519901691,0.146662912359088,1
0.468219420217332,0,0,1,0,0,-0.170125497716982,-0.615991401781771,-0.647205792720933,-1.17744112398629,0
0.425638459663313,0,0,0,0,0,0.828437206273998,-0.400185349044562,0.11809361559332,0.00580078083298474,0
1.21722515587501,1,0,1,0,0,-0.170125497716982,1.21116651139326,1.06812046729377,0.935490848905268,0
-0.146834329902126,1,0,0,0,0,0.495582971610338,-0.60160433159929,-0.40969907979582,-0.247751055914002,0
-0.454107807995538,0,0,0,0,0,0.828437206273998,-1.30657077054084,-1.25416739241844,-1.03657899246018,0
3.4337411692776,0,0,0,0,0,0.828437206273998,1.52768205540784,1.20006864114106,0.315697470190413,0
1.67182455705411,1,0,0,0,0,0.495582971610338,0.592522493546599,0.830613754368658,-0.304095908524443,0
-0.0449433493307784,0,0,0,0,0,0.162728736946678,-1.29218370035836,-1.2805570271879,-0.95206171354452,1
2.3230193814364,0,0,0,0,0,0.495582971610338,0.448651791721793,1.38479608452725,0.0621456334434262,0
2.46478375031265,0,0,1,0,0,-0.835833967044302,0.261619879349545,-0.14580273210125,0.935490848905268,1
